ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet NLP,Mentions Aquinos / Liberal Party,Mentions Aquinos / Liberal Party Negatively,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Retweets + Quote Tweets,Views,Rating,Reasoning,Remarks
57-72,3/31/23 18:43:00,https://twitter.com/ParkJanzTV1/status/1438359956630040580,57,"Amador, Joshua",MRCS,The Marcos family won all cases filed against them,marcos lahat cases,ParkJanzTV1,Park Jan'z TV,👉Simple 👈,Identified,07/21,12,0,,@MacarioBonifac1 @inquirerdotnet @denverINQ Hahahah ang tanga tanga 😅😅😅..Di mo alam ang 986 cases na pinanalo nila lahat sa international trial court??🤣🤣.Paano di maging wanted c Marcos sa America ehh yun mismo kasabwat ng mga Aquino para patalsikin sya.hahahah.Kaya nga umalis c PRRD sa America eh.napaka mangmang mo😅,Hahahah what a fool ..Don't you know the 986 cases they all won in the international trial court??.How can Marcos not be wanted in America when America is the accomplice of the Aquinos to oust him.hahahah.That's why PRRD left America.you're so stupid,Hahahah what a fool Don't you know the 986 cases they all won in the international trial court How can Marcos not be wanted in America when America is the accomplice of the Aquinos to oust him hahahah That's why PRRD left America you're so stupid,1,1,"Text, Reply",16/09/21 04:31,,emotional,0,1,0,0,0,,,Marcos did not win all 986+ cases https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a,
57-73,3/31/23 18:43:00,https://twitter.com/FierceTita/status/1279407208048910337,57,"Amador, Joshua",MRCS,The Marcos family won all cases filed against them,marcos lahat cases,FierceTita,Fierce Tita,Former Pa-woke. Ex Dilawan. NO TO LP-CPP-NPA-NDF and their symphatizers. ANTI-DILAWOKES.,Identified,06/20,516,1535,,"@MissEngineerin1 @falovs13 @JuanCar99375032 @boykape @chellie0801 Tama ka. Siya ang binintangang magnanakaw pero out of 900+ cases filed at court, Hindi nila mapatunayang corrupt siya. 
 
 Si GMA at ERAP 1 case lang convicted na. So Marcos 900+ cases pero lahat bokya.
 
 Kung Gagamitin ka ng critical thinking, mapapaisip ka talaga sa history.","You are right. He is the accused thief but out of 900+ cases filed in court, they cannot prove that he is corrupt.

GMA and ERAP have only been convicted in 1 case. So Marcos 900+ cases but they are all junked.

If you use critical thinking, you will really think about history.",You are right He is the accused thief but out of 900+ cases filed in court they cannot prove that he is corrupt GMA and ERAP have only been convicted in 1 case So Marcos 900+ cases but they are all junked If you use critical thinking you will really think about history,0,0,"Text, Reply",04/07/20 13:30,,emotional,2,1,1,0,1,,,"It was proven that the statement that Marcos won over 900+ cases wasn't true.

[https://verafiles.org/articles/vera-files-fact-check-video-resurrects-false-claims-marcos-c]",
57-74,3/31/23 18:43:00,https://twitter.com/egsyrey_24/status/1028557036387069954,57,"Amador, Joshua",MRCS,The Marcos family won all cases filed against them,marcos lahat cases,egsyrey_24,koya_eggy,,Anonymous,08/14,433,853,,"@therealaraial @AttyGlennChong talaga ba? sino tinutukoy mo...Old Fashioned Marcos again
 
 FYI 900 Cases ng Trial of the Century ng PCGG vs. Marcos sa New York...lahat binasura...
 
 research din kabayan... at tsaka bakit ka apektado hindi naman ikaw ang big deal, ungas!!!","really? who are you talking about...Old Fashioned Marcos again. For Your Information 900 Cases of Trial of the Century by PCGG vs. Marcos in New York...all junked... do research, folks... and besides, why are you affected, you're not the big deal, stupid!!!",really who are you talking about Old Fashioned Marcos again For Your Information 900 Cases of Trial of the Century by PCGG vs Marcos in New York all junked do research folks and besides why are you affected you're not the big deal stupid,0,0,"Text, Reply",12/08/18 08:21,,emotional,0,1,0,0,0,,,"It was proven that the statement that Marcos won over 900+ cases wasn't true.

[https://verafiles.org/articles/vera-files-fact-check-video-resurrects-false-claims-marcos-c]",
57-75,3/31/23 18:43:00,https://twitter.com/ImeeMirando/status/1497770677415419907,57,"Amador, Joshua",MRCS,The Marcos family won all cases filed against them,marcos trial of the century,ImeeMirando,ILOCANO DAYTOY❤️💚,"The truth hurts, but the truth shall set us FREE...Let the truth be heard... Halalan 2022 is the fight between lies and truth!!! it is the fight of good @ evil.",Identified,12/21,223,151,,"@thtoopid That document is an old document. What else can we do with fuckcheckers that even Facebook Philippines ay biased, hindi lang mainstream media. And one thing more, how come Imelda Marcos won the 986 cases in ICC in the so called trial of the century if no legal documents?","That document is an old document. What else can we do with fuckcheckers that even Facebook Philippines is biased, not just mainstream media. And one thing more, how come Imelda Marcos won the 986 cases in ICC in the so called trial of the century if no legal documents?",That document is an old document What else can we do with fuckcheckers that even Facebook Philippines is biased not just mainstream media And one thing more how come Imelda Marcos won the 986 cases in ICC in the so called trial of the century if no legal documents,0,0,"Text, Reply",27/02/22 03:08,,emotional,0,2,0,0,0,,,Marcos did not win all 986+ cases https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a,
57-76,3/31/23 18:43:00,https://twitter.com/Jeromeceb1/status/1494139477601624069,57,"Amador, Joshua",MRCS,The Marcos family won all cases filed against them,marcos trial of the century,Jeromeceb1,Jeromeceb,Bringiton,Anonymous,07/21,1,0,,@BeRaytBack @GerryCacanindin Pinas nuon sa marikina dahil madameng gumagawa ng spatos nun na malamang nireregalo lng din sa knya. Asan ba ung sinasabe niong paulit ulit na ninakaw? Bkit sa trial of the century over 1000 case ni isa walang nanalo laban sa Marcos?,Philippines before in Marikina because there were many people making shoes that were probably gifted to him. Where is the thing you kept saying and repeating again and again that he stole? Why in the trial of the century over 1000 cases but no one won against Marcos?,Philippines before in Marikina because there were many people making shoes that were probably gifted to him Where is the thing you kept saying and repeating again and again that he stole Why in the trial of the century over 1000 cases but no one won against Marcos,0,0,"Text, Reply",17/02/22 02:39,,emotional,0,0,0,0,0,,,Marcos Sr. would also have been deemed guilty if alive https://verafiles.org/articles/vera-files-fact-check-video-resurrects-false-claims-marcos-c,
57-77,3/31/23 18:43:00,https://twitter.com/aljohari22/status/1493274576612065287,57,"Amador, Joshua",MRCS,The Marcos family won all cases filed against them,marcos trial of the century,aljohari22,Al-johari NS,Don't judge me by my tweets.,Identified,12/17,16,35,Marawi City,"""Paninira ba yung pag sasabi ng totoo?""
 
 900+ cases and the trial of the century is held in the US, but none of the 900+ cases has been proven. Show us the final verdict of the supreme court stating that Marcos family is convicted then I'll change my vote. 😏
 
 #UniTeamBBMSARA","""Is it defamation to tell the truth?"" 900+ cases and the trial of the century is held in the US, but none of the 900+ cases have been proven. Show us the final verdict of the supreme court stating that Marcos family is convicted then I'll change my vote.",Is it defamation to tell the truth 900+ cases and the trial of the century is held in the US but none of the 900+ cases have been proven Show us the final verdict of the supreme court stating that Marcos family is convicted then I'll change my vote,0,0,Text,14/02/22 17:22,,emotional,0,0,0,0,0,,,"It was proven that the statement that Marcos won over 900+ cases wasn't true.

[https://verafiles.org/articles/vera-files-fact-check-video-resurrects-false-claims-marcos-c]",
57-78,3/31/23 18:43:00,https://twitter.com/PilapilRheza/status/1452118071972220932,57,"Amador, Joshua",MRCS,The Marcos family won all cases filed against them,marcos trial of the century,PilapilRheza,aries_0465,,Identified,08/21,7,10,"Caloocan City, National Capita","@katibabybra 996 Cases are dismissed here and abroad,Imelda won the Trial of the Century in the US Marcoses are Acquitted.kong pinauwi sana si Marcos para sagutin ang Accusation against him dapat nalaman kong Saan nanggaling ang Tos of Gold?","996 Cases are dismissed here and abroad,Imelda won the Trial of the Century in the US Marcoses are Acquitted.If Marcos was allowed to go back home to answer accusation against him, we would've known where the Tos of Gold came from?",996 Cases are dismissed here and abroad Imelda won the Trial of the Century in the US Marcoses are Acquitted If Marcos was allowed to go back home to answer accusation against him we would've known where the Tons of Gold came from,0,0,"Text, Reply",24/10/21 03:41,,emotional,0,0,0,0,0,,,The Marcoses did not win all 986+ cases https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a,
57-79,3/30/23 23:23:01,https://twitter.com/BenieVine/status/1001334767294414848,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case nanalo lahat,@BenieVine,benie vine,friendly,Anonymous,04/18,14,3,Japan,Imelda Marcos: ACQUITTED (NOT GUILTY) IN ALL CASES https://t.co/Sl3xhuy9ee via @YouTube OH MGA AnTI Marcos panoorin nyo ! diba nanalo sa kaso ang mga marcos? lahat documented yan at hindi basta nakatago lang,"Imelda Marcos: ACQUITTED (NOT GUILTY) IN ALL CASES. Via for all anti marcos, watch this! The Marcoses won all the cases, right? It's all documented and not just hidden.",Imelda Marcos: ACQUITTED (NOT GUILTY) IN ALL CASES Via for all anti marcos watch this The Marcoses won all the cases right It's all documented and not just hidden,0,0,"Text, Video",29/05/18 05:29,,Rational,0,0,0,0,0,,,"As indicated in the following article, the Marcos family did not win all of the cases that were filed against them by the Philippine government, and lost several cases regarding ill-gotten wealth as well as criminal cases to the Supreme Court and the Sandiganbayan.

https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported","Account is likely a troll or was hacked, since all pro-Marcos posts were sent on the same day followed by no activity"
57-80,3/30/23 23:23:01,https://twitter.com/jbx907/status/768803667571081217,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case nanalo lahat,@jbx907,James༝,,Identified,04/11,46,92,Guiguinto Bulacan,paanu nanalo si imelda sa lahat ng cases sa USA hahaha https://t.co/qtt1R5FBZy,how Imelda won all cases in USA hahaha,how Imelda won all cases in USA hahaha,0,0,"Text, URL",25/08/16 13:34,,Emotional,0,0,0,0,0,,,"As indicated in the article below, the Marcos family lost a class lawsuit filed to the Hawaii District Court and won by Celsa Hilao, and are currently held in contempt for failing to pay $353.6 million. The judgment was extended in in 2012 and again in 2019 with the Marcoses having lost appeals for both extensions to be reconsidered, and will hold until January 2031, as indicated in the document in the second link below.

https://www.rappler.com/nation/bongbong-marcos-evades-millions-dollars-contempt-judgment-united-states/

https://docs.justia.com/cases/federal/district-courts/hawaii/hidce/1:2003cv11111/14746/10745",
57-81,3/30/23 23:23:01,https://twitter.com/MiniJennni/status/1525018108385443840,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case nanalo all,@MiniJennni,Chloé,Blackpink devoured kpop,Identified,03/22,0,0,Blackpink house,"@crisicrisicrisi @ceejtheday @mrsunlawyer @bongbongmarcos They have thousands of evidence na hindi nila ninakaw yon, Nanalo si Imelda about 900+ cases sa America, all not guilty, kung napanood mo yung interview ni Mel Tiangco kay Imelda noon...","They have thousands of evidence that they did not steal that, Imelda won about 900+ cases in America, all not guilty, if you watched Mel Tiangco's interview with Imelda before...",They have thousands of evidence that they did not steal that Imelda won about 900+ cases in America all not guilty if you watched Mel Tiangco's interview with Imelda before,0,0,"Text, Reply",13/05/22 07:40,,Rational,0,3,0,0,0,,,"As indicated in the article below, the Marcos family lost a class lawsuit filed to the Hawaii District Court and won by Celsa Hilao, and are currently held in contempt for failing to pay $353.6 million. The judgment was extended in in 2012 and again in 2019 with the Marcoses having lost appeals for both extensions to be reconsidered, and will hold until January 2031, as indicated in the document in the second link below.

https://www.rappler.com/nation/bongbong-marcos-evades-millions-dollars-contempt-judgment-united-states/

https://docs.justia.com/cases/federal/district-courts/hawaii/hidce/1:2003cv11111/14746/10745",
